review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours,label,pre_process
HUZym77cq3D0sqcvvZYCLQ,ukYVlvS9FUSiMjRbxdEjTw,MbzgGsMQpGyVrUJXi_Jw0Q,2,1,1,0,"I ordered the build your own scramble to go, with Russet Potatoes, Spinach, House cured Salmon, Pepper Jack Cheese, poached eggs, and hollandaise sauce. It sounds delicious, but what I received left quite a bit to be desired. 

The potatoes were well cooked but lack any sort of seasoning, the spinach was non-existent (like, there was no spinach), the eggs over-poached to the point of having hard yolks (may have been because of the 5 minute trip from the restaurant to my work, but they would have had to have been overcooked in the first place to end up this hard), less cheese than you would find on a steak sandwich at a kosher deli, and, wait for it, a bland and flavorless country gravy in place of my hollandaise.

It's not that the food is inedible, but for the (lack of) quantity and flavor, $12.50 is a steep price to pay for something that will leave you disappointed through-out the morning.

I will say that my coworkers enjoyed the gluten free pancakes, buttermilk pancakes, and sides of bacon they ordered, and the service was friendly and excellent, but I will leave it to them to write their own reviews should they feel so inclined.

At the end of the day, there are many breakfast places nearby that offer comparable pricing with a much more generous dose of flavor. If you have to eat breakfast on State and Gutierrez, I would walk a block or two somewhere else first.",2015-11-19 19:23:55,Dawn Patrol,324 State St,Santa Barbara,CA,93101,34.4157298,-119.6936606,4.0,807,1,"{'HasTV': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""'free'"", 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'GoodForKids': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'DogsAllowed': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Coffee & Tea, Breakfast & Brunch, Restaurants, American (New), Food","{'Monday': '0:0-0:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",0,ordered build scramble go russet potato spinach house cured salmon pepper jack cheese poached egg hollandaise sauce sound delicious received left quite bit desired potato well cooked lack sort seasoning spinach nonexistent like spinach egg overpoached point hard yolk may minute trip restaurant work would overcooked first place end hard le cheese would find steak sandwich kosher deli wait bland flavorless country gravy place hollandaise food inedible lack quantity flavor steep price pay something leave disappointed throughout morning say coworkers enjoyed gluten free pancake buttermilk pancake side bacon ordered service friendly excellent leave write review feel inclined end day many breakfast place nearby offer comparable pricing much generous dose flavor eat breakfast state gutierrez would walk block two somewhere else first
rU1jzi37hVS8ClVwusbohg,u5grewPux9H8A54nJSvEXA,gebiRewfieSdtt17PTW6Zg,1,0,0,0,"Not worth the 50% off. I knew I had a bad feeling the second I walked in. The restaurant was a bit too hot for a sushi bar with fish sitting there behind the un-refrigerated glass all day. I should have listened to my gut but I made a huge mistake. I ended up getting so sick! Some of the worst sushi I have ever had, horrible service, and less than 1 star quality food.",2012-04-30 01:19:34,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,34.4169836,-119.6955563,3.5,488,1,"{'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}","Steakhouses, Sushi Bars, Restaurants, Japanese",{'Monday': '0:0-0:0'},0,worth knew bad feeling second walked restaurant bit hot sushi bar fish sitting behind unrefrigerated glass day listened gut made huge mistake ended getting sick worst sushi ever horrible service le star quality food
ToR6Id8_M-O2dfH1yF_mrQ,MF4enofUJP-Ia5nyi834jA,XwnkfMUiyH-OsJXbmbOK5g,1,1,0,0,Worst sushi place ever. The owner was very very rude and made us feel very uncomfortable the whole time we were there. The food was SO BAD. I'm pretty sure we got food poisoning from some bad fish. The place is dirty and not well kept. The city should step in and do sometimes about this place. It needs to be taken care of!,2017-03-16 20:33:52,Sushi Tyme,819 State St,Santa Barbara,CA,93101,34.4197266057,-119.7002778024,3.5,155,1,"{'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""'none'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'Caters': 'False'}","Restaurants, Asian Fusion, Seafood, Sushi Bars, Japanese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",0,worst sushi place ever owner rude made u feel uncomfortable whole time food bad pretty sure got food poisoning bad fish place dirty well kept city step sometimes place need taken care
aLUqTX9SiDJEXRPhKEYCcQ,aXNuKebYFwpYsircS_wRsw,q6661I3CGW0UB740E5Zjfw,1,0,0,0,"Review probably will make sense only to some.... This restaurant has images of India deities in the toilets. 
Don't think there is any need to say more......",2016-01-05 00:25:18,India House,418 State St,Santa Barbara,CA,93101,34.4165402,-119.6945773,2.0,136,0,"{'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': True, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Home & Garden, Home Decor, Restaurants, Shopping, Indian","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}",0,review probably make sense restaurant image india deity toilet think need say
9AExQBOV-2yCou4TcvHpDA,h1b7RvSpJ0pbf2OEZYBi-A,MAIfD4kJDCydgoD1l2b_vw,2,2,1,1,"Had high hopes for this place, but was very disappointed. We opted for beer tastings and were surprised at the poor quality of the offerings and that none of them were from anywhere near this area (they serve Figueroa Mountain but not in our tastings). I like sampling beers from farther afield, but I'd expect them to represent more of a ""best of.""

I did the tasting that included IPAs--one of them was about the worst I've tasted and the other not much better. Also, it didn't seem to make a lot of sense to offer a tasting that combined IPAs with several particularly insipid brews.

Service was particularly unenthusiastic.",2012-07-16 22:50:45,Corks n' Crowns,32 Anacapa St,Santa Barbara,CA,93101,34.4142112,-119.6887567,4.0,276,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'DogsAllowed': 'True', 'GoodForDancing': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}""}","Wine Bars, Beer, Wine & Spirits, Nightlife, Bars, Arts & Entertainment, Wineries, Food","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",0,high hope place disappointed opted beer tasting surprised poor quality offering none anywhere near area serve figueroa mountain tasting like sampling beer farther afield would expect represent best tasting included ipas one worst tasted much better also seem make lot sense offer tasting combined ipas several particularly insipid brew service particularly unenthusiastic
TYUIt7JEJqyQi6gRXiBoCw,UrZdkVXwnn2e_rGKxixCoQ,okKaZt47m3hhUi24KwBadQ,1,20,13,0,"the guy COMPLETELY fucked up my poor mother in laws entire forearm. He was supposed to do a peacock feather with some words. The lines were terrible, the words were uneven/crooked and no space in between two words so it loked like one word. Granted my mother in law should have just stoped him and got her money back, but she didn't know better. She had to get it covered. Oh and he did it orange. I don't believe that peacck feathers ae orange.",2012-04-06 20:52:35,Golden Eagle Tattoo,407 State St,Santa Barbara,CA,93101,34.415852,-119.694732,4.0,149,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Piercing, Tattoo, Local Flavor, Beauty & Spas","{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}",0,guy completely fucked poor mother law entire forearm supposed peacock feather word line terrible word unevencrooked space two word loked like one word granted mother law stoped got money back know better get covered oh orange believe peacck feather ae orange
RZbF24Qt-ztSjpuGqtRXLA,mz3ZFMVwAUR9X3K4dtQiAw,eL4lyE7LNoXEMvpcJ8WNVw,1,2,0,0,"came just as the place was closing.  people were still there, but they wouldn't serve us.  we drove all the way from santa cruz, too.

so the one star is because other wineries stayed open or poured for us even though they were about to close so this was a complete opposite feeling than the other SB wine tasting places.",2013-08-22 07:48:23,Deep Sea Tasting Room,217 G Stearns Wharf,Santa Barbara,CA,93101,34.4100065,-119.6855487,4.0,472,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'False', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'False', 'Caters': 'False', 'DogsAllowed': 'True'}","Bars, Venues & Event Spaces, Event Planning & Services, Wine Tasting Room, Arts & Entertainment, Food, Wine Bars, Beer, Wine & Spirits, Nightlife, Wineries","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",0,came place closing people still would serve u drove way santa cruz one star winery stayed open poured u even though close complete opposite feeling sb wine tasting place
xceYL1G7xNfXadGNynvAfA,fKL42c2YbPCZOUPFgxvM0A,SZU9c8V2GuREDN5KgyHFJw,2,0,0,0,"Unimpressed! We went here based on the reviews but were very disappointed.

It's not really a restaurant, more of a walk in shack. There are only bar stools to sit on inside and it's cramped. You can sit outside, which is nice but not what was expected.

I had the coconut shrimp and they were just O.K. The shrimp had an odd metallic taste to them and the coleslaw was underwhelming. My husband ordered the crab sandwich and it was completely bland. We added some salt and it was better but still pretty flat. The crab was all ground up and unrecognizable, you would think a place touting fresh, local seafood would use lump crab. We both tried the chowder but it was thin and too salty. A real bummer since we both love chowder normally.

It was a $50 lunch and we didn't enjoy anything we had so it was a real let down. :-(",2011-07-31 15:41:11,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,34.4087147,-119.6850187,4.0,2404,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'CoatCheck': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'BusinessAcceptsBitcoin': 'False'}","Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",0,unimpressed went based review disappointed really restaurant walk shack bar stool sit inside cramped sit outside nice expected coconut shrimp ok shrimp odd metallic taste coleslaw underwhelming husband ordered crab sandwich completely bland added salt better still pretty flat crab ground unrecognizable would think place touting fresh local seafood would use lump crab tried chowder thin salty real bummer since love chowder normally lunch enjoy anything real let
QeoGLOPNhFO8MTKr4yXtnw,qypgzlmVHLHDKvsYXxFUkQ,B91yBSPvAz5O_t9JFafN1Q,1,0,0,0,"Dante is cool. The new girls don't know how to read passports so don't go there if you have a foreign passport. ""They don't feel comfortable taking that as a form of id """,2016-02-01 02:29:11,O'Malleys Bar,523 State St,Santa Barbara,CA,93101,34.4173886,-119.6965844,2.5,172,1,"{'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'NoiseLevel': ""u'very_loud'"", 'GoodForDancing': 'True', 'Smoking': ""u'outdoor'"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'Corkage': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'CoatCheck': 'False', 'BYOB': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True'}","Nightlife, Bars, Sports Bars","{'Monday': '12:0-1:30', 'Tuesday': '11:0-1:30', 'Wednesday': '12:0-1:30', 'Thursday': '11:0-1:30', 'Friday': '11:0-1:30', 'Saturday': '12:0-1:30', 'Sunday': '12:0-1:30'}",0,dante cool new girl know read passport go foreign passport feel comfortable taking form id
bwz_K_RGeM0UR_04qFNoNw,APBS6gpbA96QCXDJIxvw-A,gebiRewfieSdtt17PTW6Zg,1,1,2,1,"The waitress serving us was so rude when we asked to have our hibachi order to be low sodium. We explained to the waitress how other hibachi grills just give our food before they add the  extra sodium for everyone else. The waitress began to cut us off when we were talking and left us high and dry in the middle of our conversation to get the manager. We decided to leave at this point and went to the front where the manager was to pay for our drinks. One of the people in my party told the manager they never drank their drink. The manager who was equally rude gave us an attitude as we were signing our receipt for all drinks and said what do you expect us to do give it to someone else? We never implied they should give it to another. We were just unsatisfied with the surface and didn't drink anything and wanted to leave. Usually managers calm such situations instead of adding more fuel to the fire. Way to go! Yet another bad review that has been added to the many many many other bad reviews you guys have! 

Ps we decided to overlook the bad reviews when we chose to dine at this restaurant. But, we should have listened to advice the other helpers said.",2017-06-09 17:33:42,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,34.4169836,-119.6955563,3.5,488,1,"{'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}""}","Steakhouses, Sushi Bars, Restaurants, Japanese",{'Monday': '0:0-0:0'},0,waitress serving u rude asked hibachi order low sodium explained waitress hibachi grill give food add extra sodium everyone else waitress began cut u talking left u high dry middle conversation get manager decided leave point went front manager pay drink one people party told manager never drank drink manager equally rude gave u attitude signing receipt drink said expect u give someone else never implied give another unsatisfied surface drink anything wanted leave usually manager calm situation instead adding fuel fire way go yet another bad review added many many many bad review guy p decided overlook bad review chose dine restaurant listened advice helper said
NUXN2vccIIdqKOyJmvPcBw,9ESn43tdY3He05BzJlzy0A,bjsBMTS4RD7Bs35ugv_fPA,2,0,0,0,"Clean and great location. However, the elephant in the room is that it is right by Amtrak trains. Got awoken two times during the night from the train noise. Their breakfast was below average.",2016-03-31 22:44:58,The Eagle Inn,232 Natoma Ave,Santa Barbara,CA,93101,34.4105211033,-119.6943283081,4.5,368,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",0,clean great location however elephant room right amtrak train got awoken two time night train noise breakfast average
